Airwallex AUD Transactions,,,,,,,,,,
For the period 1 January 2025 to 31 May 2025,,,,,,,,,,
,,,,,,,,,,
Date,Source,Description,Reference,Currency,Spend (Source),Receive (Source),Spend (AUD),Receive (AUD),,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
28-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
28-Apr-25,Spend Money,Sendle,,AUD,0,247.66,0,247.66,,
28-Apr-25,Spend Money,Airbnb,,AUD,0,150,0,150,,
28-Apr-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611; MCC 5712,AUD,0,649.45,0,649.45,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,13.73,0,13.73,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,13.73,0,13.73,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,13.73,0,13.73,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,13.73,0,13.73,,
29-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
29-Apr-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,TOP UP; ants Label Pty Ltd,AUD,"5,000.00",0,"5,000.00",0,,
29-Apr-25,Payable Payment,Payment: Wesley Lewis,Wesley Wage,AUD,0,"1,730.76",0,"1,730.76",,
29-Apr-25,Payable Payment,Payment: Cullan Chapman,Cullan Wage,AUD,0,"1,471.28",0,"1,471.28",,
29-Apr-25,Spend Money,PPC,,AUD,0,128.3,0,128.3,,
29-Apr-25,Payable Payment,Payment: Stewart Armstrong,Stewart - Design Bali,AUD,0,"1,681.57",0,"1,681.57",,
29-Apr-25,Spend Money,NGATERI CRISBIANTORO,,AUD,0,121.74,0,121.74,,
29-Apr-25,Spend Money,Templates,,AUD,0,23.55,0,23.55,,
29-Apr-25,Spend Money,Templates,,AUD,0,22.06,0,22.06,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,25.08,0,25.08,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Monday,ants Label Pty Ltd; Subscriptions; ************7022; MCC 5734,AUD,0,625.22,0,625.22,,
30-Apr-25,Spend Money,SPOTLIGHT,,AUD,0,18.75,0,18.75,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
30-Apr-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,3.6,0,3.6,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,15.16,0,15.16,,
1-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
1-May-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022; MCC 7399,AUD,0,16.36,0,16.36,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,15.16,0,15.16,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,15.16,0,15.16,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
2-May-25,Spend Money,Google G Suite,ANTS LABEL PTY LTD; Google Subscription; ************2155; MCC 7372,AUD,0,580.84,0,580.84,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
2-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,14.2,0,14.2,,
2-May-25,Spend Money,Canva,,AUD,0,34.54,0,34.54,,
3-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
3-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
4-May-25,Spend Money,DHL,,AUD,0,156.85,0,156.85,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,13.73,0,13.73,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
6-May-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,TOP UP; ants Label Pty Ltd,AUD,"4,000.00",0,"4,000.00",0,,
6-May-25,Payable Payment,Payment: Wesley Lewis,Wesley Wage,AUD,0,"1,730.76",0,"1,730.76",,
6-May-25,Payable Payment,Payment: Cullan Chapman,Cullan Wage,AUD,0,"1,448.45",0,"1,448.45",,
6-May-25,Spend Money,Prime,,AUD,0,18.77,0,18.77,,
6-May-25,Payable Payment,Payment: Cullan Chapman,Cullan Wage,AUD,0,154.78,0,154.78,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,13.73,0,13.73,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
7-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,7.87,0,7.87,,
7-May-25,Spend Money,Unknown,Rhyland Horthy Banks; Staff Card @ HOM; ************1775; MCC 4215,AUD,0,464.67,0,464.67,,
7-May-25,Spend Money,Unknown,ants Label Pty Ltd; Freight; ************5611; MCC 7399,AUD,0,"1,034.93",0,"1,034.93",,
7-May-25,Receive Money,SPOTLIGHT,,AUD,18.75,0,18.75,0,,
7-May-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,TOP UP; ants Label Pty Ltd,AUD,"3,000.00",0,"3,000.00",0,,
8-May-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"3,000.00",0,"3,000.00",0,,
8-May-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"10,000.00",0,"10,000.00",0,,
8-May-25,Spend Money,Motion,,AUD,0,391.72,0,391.72,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.67,0,8.67,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,6.57,0,6.57,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,8.76,0,8.76,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,10.4,0,10.4,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
8-May-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611; MCC 4215,AUD,0,11.56,0,11.56,,
